export_name,key,question,context,fieldTitle
AsylumWitnessProtection024,ASYLUM_WITNESS_PROTECTION_024,Were you targeted for your election monitoring?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection025,ASYLUM_WITNESS_PROTECTION_025,Did you witness judicial corruption?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection026,ASYLUM_WITNESS_PROTECTION_026,Were you threatened for exposing court manipulation?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection027,ASYLUM_WITNESS_PROTECTION_027,Did you provide evidence of bribery?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection028,ASYLUM_WITNESS_PROTECTION_028,Were you targeted for your anti-corruption work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection029,ASYLUM_WITNESS_PROTECTION_029,Did you witness environmental crimes?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection030,ASYLUM_WITNESS_PROTECTION_030,Were you threatened for exposing illegal logging?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection031,ASYLUM_WITNESS_PROTECTION_031,Did you provide evidence of illegal mining?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection032,ASYLUM_WITNESS_PROTECTION_032,Were you targeted for your environmental activism?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection033,ASYLUM_WITNESS_PROTECTION_033,Did you witness wildlife trafficking?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection034,ASYLUM_WITNESS_PROTECTION_034,Were you threatened for exposing poaching?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection035,ASYLUM_WITNESS_PROTECTION_035,Did you provide evidence of illegal fishing?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection036,ASYLUM_WITNESS_PROTECTION_036,Were you targeted for your conservation work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection037,ASYLUM_WITNESS_PROTECTION_037,Did you witness labor trafficking?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection038,ASYLUM_WITNESS_PROTECTION_038,Were you threatened for exposing forced labor?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection039,ASYLUM_WITNESS_PROTECTION_039,Did you provide evidence of child labor?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection040,ASYLUM_WITNESS_PROTECTION_040,Were you targeted for your anti-trafficking work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection041,ASYLUM_WITNESS_PROTECTION_041,Did you witness sexual exploitation?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection042,ASYLUM_WITNESS_PROTECTION_042,Were you threatened for exposing prostitution rings?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection043,ASYLUM_WITNESS_PROTECTION_043,Did you provide evidence of child sexual abuse?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection044,ASYLUM_WITNESS_PROTECTION_044,Were you targeted for your child protection work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection045,ASYLUM_WITNESS_PROTECTION_045,Did you witness domestic violence?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection046,ASYLUM_WITNESS_PROTECTION_046,Were you threatened for helping abuse victims?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection047,ASYLUM_WITNESS_PROTECTION_047,Did you provide evidence of femicide?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection048,ASYLUM_WITNESS_PROTECTION_048,Were you targeted for your gender-based violence work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection049,ASYLUM_WITNESS_PROTECTION_049,Did you witness hate crimes?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection050,ASYLUM_WITNESS_PROTECTION_050,Were you threatened for exposing discrimination?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Country
AsylumWitnessProtection051,ASYLUM_WITNESS_PROTECTION_051,Did you provide evidence of ethnic cleansing?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection052,ASYLUM_WITNESS_PROTECTION_052,Were you targeted for your minority rights work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection053,ASYLUM_WITNESS_PROTECTION_053,Did you witness religious persecution?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection054,ASYLUM_WITNESS_PROTECTION_054,Were you threatened for exposing religious violence?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection055,ASYLUM_WITNESS_PROTECTION_055,Did you provide evidence of blasphemy law abuse?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection056,ASYLUM_WITNESS_PROTECTION_056,Were you targeted for your religious freedom work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection057,ASYLUM_WITNESS_PROTECTION_057,Did you witness forced displacement?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection058,ASYLUM_WITNESS_PROTECTION_058,Were you threatened for helping displaced persons?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection059,ASYLUM_WITNESS_PROTECTION_059,Did you provide evidence of land grabbing?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection060,ASYLUM_WITNESS_PROTECTION_060,Were you targeted for your land rights work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection061,ASYLUM_WITNESS_PROTECTION_061,Did you witness forced evictions?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection062,ASYLUM_WITNESS_PROTECTION_062,Were you threatened for exposing housing violations?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection063,ASYLUM_WITNESS_PROTECTION_063,Did you provide evidence of slum clearance abuses?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection064,ASYLUM_WITNESS_PROTECTION_064,Were you targeted for your housing rights work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection065,ASYLUM_WITNESS_PROTECTION_065,Did you witness medical malpractice?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Medical Information
AsylumWitnessProtection066,ASYLUM_WITNESS_PROTECTION_066,Were you threatened for exposing healthcare fraud?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Medical Information
AsylumWitnessProtection067,ASYLUM_WITNESS_PROTECTION_067,Did you provide evidence of medical experimentation?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection068,ASYLUM_WITNESS_PROTECTION_068,Were you targeted for your healthcare advocacy?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Medical Information
AsylumWitnessProtection069,ASYLUM_WITNESS_PROTECTION_069,Did you witness educational abuse?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection070,ASYLUM_WITNESS_PROTECTION_070,Were you threatened for exposing school corruption?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection071,ASYLUM_WITNESS_PROTECTION_071,Did you provide evidence of academic fraud?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection072,ASYLUM_WITNESS_PROTECTION_072,Were you targeted for your educational reform work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection073,ASYLUM_WITNESS_PROTECTION_073,Did you witness financial crimes?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection074,ASYLUM_WITNESS_PROTECTION_074,Were you threatened for exposing banking fraud?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection075,ASYLUM_WITNESS_PROTECTION_075,Did you provide evidence of money laundering?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection076,ASYLUM_WITNESS_PROTECTION_076,Were you targeted for your financial crime reporting?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection077,ASYLUM_WITNESS_PROTECTION_077,Did you witness tax evasion?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection078,ASYLUM_WITNESS_PROTECTION_078,Were you threatened for exposing tax fraud?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection079,ASYLUM_WITNESS_PROTECTION_079,Did you provide evidence of customs violations?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection080,ASYLUM_WITNESS_PROTECTION_080,Were you targeted for your revenue protection work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection081,ASYLUM_WITNESS_PROTECTION_081,Did you witness arms trafficking?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection082,ASYLUM_WITNESS_PROTECTION_082,Were you threatened for exposing weapons smuggling?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection083,ASYLUM_WITNESS_PROTECTION_083,Did you provide evidence of illegal arms sales?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection084,ASYLUM_WITNESS_PROTECTION_084,Were you targeted for your arms control work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection085,ASYLUM_WITNESS_PROTECTION_085,Did you witness cyber crimes?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection086,ASYLUM_WITNESS_PROTECTION_086,Were you threatened for exposing online fraud?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection087,ASYLUM_WITNESS_PROTECTION_087,Did you provide evidence of identity theft?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection088,ASYLUM_WITNESS_PROTECTION_088,Were you targeted for your cybersecurity work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection089,ASYLUM_WITNESS_PROTECTION_089,Did you witness intellectual property theft?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection090,ASYLUM_WITNESS_PROTECTION_090,Were you threatened for exposing patent violations?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection091,ASYLUM_WITNESS_PROTECTION_091,Did you provide evidence of trademark infringement?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection092,ASYLUM_WITNESS_PROTECTION_092,Were you targeted for your IP protection work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection093,ASYLUM_WITNESS_PROTECTION_093,Did you witness food safety violations?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection094,ASYLUM_WITNESS_PROTECTION_094,Were you threatened for exposing contamination?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Country
AsylumWitnessProtection095,ASYLUM_WITNESS_PROTECTION_095,Did you provide evidence of adulteration?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection096,ASYLUM_WITNESS_PROTECTION_096,Were you targeted for your food safety work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection097,ASYLUM_WITNESS_PROTECTION_097,Did you witness pharmaceutical fraud?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Injuries/Harm
AsylumWitnessProtection098,ASYLUM_WITNESS_PROTECTION_098,Were you threatened for exposing fake medicines?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection099,ASYLUM_WITNESS_PROTECTION_099,Did you provide evidence of drug safety violations?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection100,ASYLUM_WITNESS_PROTECTION_100,Were you targeted for your pharmaceutical oversight work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Injuries/Harm
AsylumWitnessProtection101,ASYLUM_WITNESS_PROTECTION_101,Did you witness construction safety violations?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection102,ASYLUM_WITNESS_PROTECTION_102,Were you threatened for exposing building code violations?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection103,ASYLUM_WITNESS_PROTECTION_103,Did you provide evidence of structural defects?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection104,ASYLUM_WITNESS_PROTECTION_104,Were you targeted for your construction safety work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection105,ASYLUM_WITNESS_PROTECTION_105,Did you witness transportation safety violations?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection106,ASYLUM_WITNESS_PROTECTION_106,Were you threatened for exposing vehicle safety issues?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumWitnessProtection107,ASYLUM_WITNESS_PROTECTION_107,Did you provide evidence of aviation safety violations?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Documentation
AsylumWitnessProtection108,ASYLUM_WITNESS_PROTECTION_108,Were you targeted for your transportation safety work?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence001,ASYLUM_FAMILY_VIOLENCE_001,Did you experience domestic violence from your spouse?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence002,ASYLUM_FAMILY_VIOLENCE_002,Were you physically abused by family members?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence003,ASYLUM_FAMILY_VIOLENCE_003,Did you face sexual abuse from relatives?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Relationship
AsylumFamilyViolence004,ASYLUM_FAMILY_VIOLENCE_004,Were you emotionally abused by your partner?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence005,ASYLUM_FAMILY_VIOLENCE_005,Did you experience financial abuse from your spouse?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence006,ASYLUM_FAMILY_VIOLENCE_006,Were you threatened with death by family members?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence007,ASYLUM_FAMILY_VIOLENCE_007,Did you face forced marriage by your family?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence008,ASYLUM_FAMILY_VIOLENCE_008,Were you subjected to honor-based violence?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence009,ASYLUM_FAMILY_VIOLENCE_009,Did your family threaten to kill you for dishonoring them?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence010,ASYLUM_FAMILY_VIOLENCE_010,Were you forced into an arranged marriage?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence011,ASYLUM_FAMILY_VIOLENCE_011,Did you face violence for refusing to marry someone?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence012,ASYLUM_FAMILY_VIOLENCE_012,Were you abused for seeking a divorce?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence013,ASYLUM_FAMILY_VIOLENCE_013,Did your family threaten you for dating someone?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence014,ASYLUM_FAMILY_VIOLENCE_014,Were you harmed for your choice of romantic partner?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Injuries/Harm
AsylumFamilyViolence015,ASYLUM_FAMILY_VIOLENCE_015,Did you face violence for your sexual behavior?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence016,ASYLUM_FAMILY_VIOLENCE_016,Were you punished for losing your virginity?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence017,ASYLUM_FAMILY_VIOLENCE_017,Did your family force you to undergo virginity testing?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence018,ASYLUM_FAMILY_VIOLENCE_018,Were you subjected to female genital mutilation?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence019,ASYLUM_FAMILY_VIOLENCE_019,Did your family threaten you for your pregnancy?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence020,ASYLUM_FAMILY_VIOLENCE_020,Were you harmed for having a child out of wedlock?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Injuries/Harm
AsylumFamilyViolence021,ASYLUM_FAMILY_VIOLENCE_021,Did you face violence for your reproductive choices?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence022,ASYLUM_FAMILY_VIOLENCE_022,Were you forced to have an abortion?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence023,ASYLUM_FAMILY_VIOLENCE_023,Did your family threaten you for your contraceptive use?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence024,ASYLUM_FAMILY_VIOLENCE_024,Were you abused for your career choices?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence025,ASYLUM_FAMILY_VIOLENCE_025,Did you face violence for working outside the home?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence026,ASYLUM_FAMILY_VIOLENCE_026,Were you harmed for your educational pursuits?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Injuries/Harm
AsylumFamilyViolence027,ASYLUM_FAMILY_VIOLENCE_027,Did your family threaten you for your independence?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence028,ASYLUM_FAMILY_VIOLENCE_028,Were you abused for your political beliefs?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence029,ASYLUM_FAMILY_VIOLENCE_029,Did you face violence for your religious conversion?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence030,ASYLUM_FAMILY_VIOLENCE_030,Were you harmed for your religious practices?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Injuries/Harm
AsylumFamilyViolence031,ASYLUM_FAMILY_VIOLENCE_031,Did your family threaten you for your atheism?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence032,ASYLUM_FAMILY_VIOLENCE_032,Were you abused for your LGBTI identity?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence033,ASYLUM_FAMILY_VIOLENCE_033,Did you face violence for your sexual orientation?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence034,ASYLUM_FAMILY_VIOLENCE_034,Were you harmed for your gender identity?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Injuries/Harm
AsylumFamilyViolence035,ASYLUM_FAMILY_VIOLENCE_035,Did your family threaten you for your gender expression?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence036,ASYLUM_FAMILY_VIOLENCE_036,Were you abused for your transgender identity?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence037,ASYLUM_FAMILY_VIOLENCE_037,Did you face violence for your same-sex relationship?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Relationship
AsylumFamilyViolence038,ASYLUM_FAMILY_VIOLENCE_038,Were you harmed for attending LGBTI events?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Injuries/Harm
AsylumFamilyViolence039,ASYLUM_FAMILY_VIOLENCE_039,Did your family threaten to disown you?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence040,ASYLUM_FAMILY_VIOLENCE_040,Were you forced to leave your family home?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence041,ASYLUM_FAMILY_VIOLENCE_041,Did you face economic persecution from your family?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence042,ASYLUM_FAMILY_VIOLENCE_042,Were you denied inheritance because of your actions?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence043,ASYLUM_FAMILY_VIOLENCE_043,Did your family cut off financial support?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence044,ASYLUM_FAMILY_VIOLENCE_044,Were you prevented from accessing family resources?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence045,ASYLUM_FAMILY_VIOLENCE_045,Did your family destroy your personal property?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence046,ASYLUM_FAMILY_VIOLENCE_046,Were you forced to give up your children?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence047,ASYLUM_FAMILY_VIOLENCE_047,Did your family threaten to harm your children?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Injuries/Harm
AsylumFamilyViolence048,ASYLUM_FAMILY_VIOLENCE_048,Were you prevented from seeing your children?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence049,ASYLUM_FAMILY_VIOLENCE_049,Did your family use your children to control you?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence050,ASYLUM_FAMILY_VIOLENCE_050,Were you threatened with loss of custody?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence051,ASYLUM_FAMILY_VIOLENCE_051,Did your family force you to return to an abusive marriage?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence052,ASYLUM_FAMILY_VIOLENCE_052,Were you prevented from seeking help for abuse?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence053,ASYLUM_FAMILY_VIOLENCE_053,Did your family isolate you from friends and support?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence054,ASYLUM_FAMILY_VIOLENCE_054,Were you prevented from contacting authorities?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence055,ASYLUM_FAMILY_VIOLENCE_055,Did your family monitor your communications?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence056,ASYLUM_FAMILY_VIOLENCE_056,Were you prevented from leaving the house?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence057,ASYLUM_FAMILY_VIOLENCE_057,Did your family control your movements?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence058,ASYLUM_FAMILY_VIOLENCE_058,Were you forced to account for your whereabouts?,Please provide the complete address or location details including city and country.,Yes/No
AsylumFamilyViolence059,ASYLUM_FAMILY_VIOLENCE_059,Did your family restrict your access to transportation?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence060,ASYLUM_FAMILY_VIOLENCE_060,Were you prevented from learning the local language?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence061,ASYLUM_FAMILY_VIOLENCE_061,Did your family control your access to information?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence062,ASYLUM_FAMILY_VIOLENCE_062,Were you prevented from accessing healthcare?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Medical Information
AsylumFamilyViolence063,ASYLUM_FAMILY_VIOLENCE_063,Did your family deny you medical treatment?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Medical Information
AsylumFamilyViolence064,ASYLUM_FAMILY_VIOLENCE_064,Were you forced to hide injuries from abuse?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
AsylumFamilyViolence065,ASYLUM_FAMILY_VIOLENCE_065,Did your family threaten healthcare providers?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Medical Information
AsylumFamilyViolence066,ASYLUM_FAMILY_VIOLENCE_066,Were you prevented from seeking mental health care?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Medical Information
AsylumFamilyViolence067,ASYLUM_FAMILY_VIOLENCE_067,Did your family force you to take medication?,"Please answer Yes or No. If Yes, provide additional details including dates, locations, and circumstances.",Yes/No
